customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,country,property_valuation
2827,Shelli,Wilkennson,Female,17,1973-07-15,Senior Financial Analyst,Financial Services,High Net Worth,No,14,49,46631 School Road,2099,NSW,Australia,11
2828,Philippine,Maycey,Female,37,1998-12-14,Social Worker,Health,High Net Worth,Yes,4,24,54 Green Point,3015,VIC,Australia,10
2829,Juditha,Cufley,Female,2,1979-06-11,Electrical Engineer,Manufacturing,High Net Worth,No,11,43,28014 Kings Park,2300,NSW,Australia,8
2830,Bjorn,Simioli,Male,39,1958-12-19,Computer Systems Analyst II,Manufacturing,High Net Worth,No,9,64,8612 Kennedy Alley,3149,VIC,Australia,10
2831,Starlin,Aysh,Female,16,1968-01-22,Programmer Analyst I,Health,Mass Customer,Yes,11,55,82 Vermont Street,2021,NSW,Australia,12
2832,Tedmund,Plumm,Male,9,1976-09-25,Recruiter,Telecommunications,Mass Customer,Yes,9,46,92610 Sutherland Place,3140,VIC,Australia,8
2833,Cy,Braim,Male,60,1999-11-26,Tax Accountant,IT,Mass Customer,Yes,3,23,2038 Esker Road,2650,NSW,Australia,4
2834,Timmie,Ubanks,Male,33,1980-05-04,Statistician IV,Retail,Affluent Customer,No,9,43,33 Norway Maple Street,2760,NSW,Australia,7
2835,Deloria,Deloria,Female,30,1997-07-01,Environmental Specialist,Manufacturing,Affluent Customer,No,2,25,72297 Sutherland Junction,2560,NSW,Australia,8
2836,Matilda,Yellowley,Female,80,1963-11-14,Clinical Specialist,Health,Mass Customer,No,16,59,7827 Spohn Court,2093,NSW,Australia,9
2837,Caitrin,MacTavish,Female,81,1987-12-04,Statistician IV,Retail,Mass Customer,No,10,35,77 Gulseth Lane,3181,VIC,Australia,8
2838,Lydie,Scholfield,Female,14,1977-03-01,Payment Adjustment Coordinator,Retail,High Net Worth,No,21,46,50469 Shelley Avenue,4350,QLD,Australia,8
2839,Jaime,Dikelin,Female,12,1977-06-07,Assistant Media Planner,Entertainment,Mass Customer,No,10,45,9695 Northland Pass,2450,NSW,Australia,7
2840,Wallie,Baitman,Male,63,1992-09-04,Recruiter,Manufacturing,Mass Customer,Yes,9,30,3619 Elgar Terrace,3337,VIC,Australia,3
2841,Bibby,Carnson,Female,19,1963-01-31,Recruiting Manager,Retail,Mass Customer,No,16,60,7 Buhler Drive,2142,NSW,Australia,7
2842,Olimpia,Traynor,Female,80,1968-08-12,Clinical Specialist,Health,Mass Customer,No,6,54,4589 Lien Terrace,2068,NSW,Australia,12
2843,Lorain,Danforth,Female,42,1968-04-20,Recruiter,Financial Services,Affluent Customer,Yes,5,55,37 Darwin Circle,2282,NSW,Australia,8
2844,Amie,Felgate,Female,98,1975-11-22,Recruiter,Financial Services,Mass Customer,Yes,13,47,20 Carberry Circle,2165,NSW,Australia,7
2845,Benni,Ilem,Female,1,1974-06-16,Staff Accountant III,Entertainment,Mass Customer,No,11,48,082 Twin Pines Avenue,4270,QLD,Australia,7
2846,Bryana,Lindell,Female,66,1970-08-15,Nurse,Property,Mass Customer,No,14,52,1946 Golf Course Hill,3156,VIC,Australia,10
2847,Noreen,Matelaitis,Female,50,1976-03-21,Occupational Therapist,Health,Mass Customer,No,12,47,48418 Crescent Oaks Court,2770,NSW,Australia,9
2848,Callie,Garthshore,Female,42,1967-01-17,Analyst Programmer,Property,Mass Customer,Yes,13,56,9 Steensland Center,3103,VIC,Australia,12
2850,Andie,Shorto,Female,74,1972-10-13,Director of Sales,Financial Services,Mass Customer,Yes,5,50,70 Shopko Drive,2487,NSW,Australia,9
2851,Ulberto,Haking,Male,36,1975-12-17,Programmer IV,Entertainment,Affluent Customer,Yes,16,47,11035 Toban Lane,2770,NSW,Australia,8
2852,Clarinda,Noen,Female,20,1971-07-22,Biostatistician I,Property,High Net Worth,Yes,14,51,35 Eastwood Plaza,3163,VIC,Australia,9
2853,Clarence,Flook,Male,65,1985-10-21,Executive Secretary,Retail,High Net Worth,Yes,7,37,52 Ruskin Pass,2089,NSW,Australia,10
2855,Kim,Tineman,Female,81,1975-09-13,Nurse Practicioner,Manufacturing,Mass Customer,Yes,17,47,9179 Esker Park,2155,NSW,Australia,10
2856,Milissent,Deinert,Female,53,1976-09-25,Marketing Manager,Financial Services,Mass Customer,Yes,13,46,57 Village Green Center,2077,NSW,Australia,10
2857,Alanna,Geram,Female,9,1957-04-05,Biostatistician I,Manufacturing,Mass Customer,Yes,17,66,352 Roth Street,4300,QLD,Australia,6
2858,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,Retail,Mass Customer,Yes,1,21,0555 Tomscot Plaza,2044,NSW,Australia,10
2859,Brandais,Goodlad,Female,98,1994-02-04,Assistant Professor,Argiculture,High Net Worth,No,5,29,3519 Schurz Alley,4034,QLD,Australia,7
2860,Charity,Robken,Female,13,1995-10-02,Physical Therapy Assistant,IT,Mass Customer,No,1,27,221 Autumn Leaf Trail,2564,NSW,Australia,7
2861,Cecelia,Franzini,Female,4,1974-12-24,VP Quality Control,Financial Services,Mass Customer,Yes,4,48,12689 Logan Terrace,4154,QLD,Australia,9
2862,Normand,Pattillo,Male,46,1987-12-23,Cost Accountant,Financial Services,Mass Customer,No,10,35,4623 Anniversary Terrace,2031,NSW,Australia,10
2863,Alisander,Fetherstone,Male,90,1965-03-26,Internal Auditor,Manufacturing,Mass Customer,No,16,58,69 Dexter Parkway,2460,NSW,Australia,3
2864,Mariejeanne,Laise,Female,36,1974-12-26,Analog Circuit Design manager,IT,Mass Customer,No,21,48,3 Vermont Junction,3757,VIC,Australia,6
2865,Lila,Eyeington,Female,11,1997-12-14,Electrical Engineer,Manufacturing,High Net Worth,No,3,25,6804 Red Cloud Parkway,2099,NSW,Australia,9
2866,Ky,Stredder,Male,10,1995-06-26,Occupational Therapist,Health,High Net Worth,No,7,27,6 Haas Park,2750,NSW,Australia,7
2867,Lem,Meegan,Male,53,1955-10-19,Sales Associate,Retail,High Net Worth,No,12,67,72 Ludington Circle,2770,NSW,Australia,6
2868,Corina,Thurlbeck,Female,20,1972-05-21,Technical Writer,Retail,High Net Worth,No,10,50,558 Grayhawk Circle,2086,NSW,Australia,10
2869,Gavra,Woolvin,Female,19,2001-01-16,Electrical Engineer,Manufacturing,Affluent Customer,No,2,22,04470 Mcguire Trail,2070,NSW,Australia,9
2871,Hubie,Keld,Male,49,1978-03-20,Assistant Media Planner,Entertainment,High Net Worth,Yes,15,45,60717 Farmco Center,2047,NSW,Australia,12
2872,Tabbi,Tyght,Female,52,1974-02-17,Assistant Professor,Health,Affluent Customer,Yes,17,49,78814 Sundown Drive,4810,QLD,Australia,8
2873,Elvina,Saiger,Female,59,1981-06-25,Cost Accountant,Financial Services,Mass Customer,No,13,41,62293 Raven Parkway,2486,NSW,Australia,8
2874,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,18,45,08 Monterey Avenue,3043,VIC,Australia,7
2875,Keven,Leahair,Male,71,1998-10-23,Financial Analyst,Financial Services,High Net Worth,No,2,24,2241 Bonner Trail,4221,QLD,Australia,9
2876,Swen,McGarahan,Male,68,1981-01-29,General Manager,Retail,High Net Worth,No,10,42,7 Bartillon Junction,2044,NSW,Australia,10
2877,Vaughan,Frank,Male,59,1967-11-01,Senior Sales Associate,Property,Affluent Customer,Yes,18,55,463 Bultman Crossing,4211,QLD,Australia,5
2878,Sauveur,Skeel,Male,73,1985-10-31,Analog Circuit Design manager,Property,Mass Customer,Yes,9,37,12574 Truax Alley,2316,NSW,Australia,6
2879,Tatum,Askem,Female,62,1974-04-09,Executive Secretary,Argiculture,Mass Customer,Yes,5,49,77433 Sunfield Court,3179,VIC,Australia,9
2880,Ingra,Kelby,Male,43,1967-11-15,Legal Assistant,Health,Mass Customer,No,7,55,8647 La Follette Court,2067,NSW,Australia,9
2881,Ezra,Steffan,Male,71,1962-09-27,Associate Professor,Health,Affluent Customer,Yes,11,60,8750 Corben Trail,2089,NSW,Australia,11
2882,Claudia,Doog,Female,62,1986-04-26,Chief Design Engineer,Manufacturing,Mass Customer,No,9,37,8250 Johnson Point,4115,QLD,Australia,3
2883,Ulick,Bruty,Male,84,1995-05-19,Paralegal,Financial Services,Mass Customer,Yes,2,27,4 Vahlen Alley,2756,NSW,Australia,8
2884,Karola,Conneely,Female,99,1962-01-06,Assistant Professor,Health,Mass Customer,No,15,61,8369 Golf Court,2777,NSW,Australia,9
2885,Minnie,Rolley,Female,70,1969-07-03,Compensation Analyst,Financial Services,Mass Customer,Yes,4,53,17 Sachs Street,2761,NSW,Australia,8
2886,Lulu,Watkiss,Female,39,1961-08-08,Nurse Practicioner,Manufacturing,Mass Customer,No,14,61,53683 Arapahoe Parkway,2121,NSW,Australia,11
2887,Gardiner,Spehr,Male,42,1974-02-24,Speech Pathologist,Financial Services,High Net Worth,Yes,18,49,177 Forest Run Crossing,2046,NSW,Australia,10
2888,Hamel,Crosser,Male,37,1962-05-23,Project Manager,IT,High Net Worth,Yes,16,60,5674 Superior Point,2528,NSW,Australia,7
2889,Ximenes,Patmore,Male,55,1986-04-01,Assistant Professor,Health,Mass Customer,Yes,8,37,37595 Packers Terrace,3064,VIC,Australia,5
2890,Nevile,Ecclesall,Male,64,1959-05-17,Speech Pathologist,Financial Services,Affluent Customer,Yes,20,64,63 Bayside Center,2018,NSW,Australia,11
2891,Renae,Ughetti,Female,5,1987-02-22,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,12,36,32 Calypso Park,2481,NSW,Australia,11
2892,Paulie,Wolffers,Male,59,1965-05-09,Junior Executive,Manufacturing,Affluent Customer,Yes,7,58,4 Ilene Street,2145,NSW,Australia,7
2893,Erik,Pothecary,Male,84,1980-09-23,Analog Circuit Design manager,Property,Mass Customer,No,11,42,289 Lerdahl Terrace,2763,NSW,Australia,8
2894,Gilburt,Gilburt,Male,91,1977-04-19,Geologist III,Financial Services,Mass Customer,Yes,22,46,666 Holy Cross Parkway,4818,QLD,Australia,4
2895,Lind,Mc Ilory,Female,85,1967-03-15,Librarian,Entertainment,Mass Customer,Yes,5,56,5 Forster Center,2075,NSW,Australia,9
2896,Chryste,Deaville,Female,5,1970-03-25,Financial Advisor,Financial Services,Mass Customer,Yes,12,53,2072 Fremont Parkway,3082,VIC,Australia,4
2897,Kimbra,Gerraty,Female,94,1962-04-14,Assistant Professor,Manufacturing,Affluent Customer,No,5,61,17 Dapin Avenue,3189,VIC,Australia,10
2898,Tiertza,Hilldrop,Female,81,1965-06-05,VP Sales,Financial Services,Affluent Customer,Yes,5,57,552 Talisman Circle,2250,NSW,Australia,7
2899,Leora,Sanderson,Female,13,1990-03-21,Nuclear Power Engineer,Manufacturing,High Net Worth,No,4,33,75717 Bartillon Road,2880,NSW,Australia,1
2900,Cyrille,Figliovanni,Male,29,1986-05-30,Occupational Therapist,Health,Mass Customer,Yes,18,36,0 Caliangt Pass,2530,NSW,Australia,7
2901,Banky,Baudichon,Male,77,1995-06-11,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,6,27,848 Cascade Alley,4301,QLD,Australia,3
2902,Stacia,Gritsaev,Female,57,1974-12-31,Human Resources Manager,Financial Services,Mass Customer,Yes,7,48,59231 Claremont Place,2170,NSW,Australia,9
2903,Avery,Adamov,Male,47,1977-09-20,Operator,Manufacturing,Affluent Customer,Yes,9,45,493 Calypso Center,2170,NSW,Australia,8
2904,Freddi,Arrington,Female,26,1977-06-30,Software Test Engineer III,Manufacturing,High Net Worth,Yes,11,45,25 Schlimgen Terrace,2211,NSW,Australia,9
2905,Emily,Shackel,Female,34,1964-05-18,Account Representative I,Retail,Mass Customer,No,14,59,38 Thompson Plaza,2452,NSW,Australia,5
2906,Ivory,MacKnocker,Female,93,1992-07-02,GIS Technical Architect,Retail,Mass Customer,Yes,4,30,72850 Lotheville Junction,2480,NSW,Australia,4
2907,Erik,Erik,Male,89,1977-01-15,Senior Financial Analyst,Financial Services,High Net Worth,No,8,46,0 Lakeland Pass,3195,VIC,Australia,10
2908,Tiffy,Feenan,Female,42,1955-09-21,Social Worker,Health,Affluent Customer,Yes,11,67,8188 Fuller Hill,3175,VIC,Australia,8
2909,Jayme,Rowthorn,Female,31,1979-09-05,Associate Professor,Entertainment,High Net Worth,No,6,43,6815 South Junction,3198,VIC,Australia,9
2910,Drucill,Petrus,Female,15,1962-12-17,Registered Nurse,Health,Mass Customer,Yes,12,60,46418 Hauk Pass,3184,VIC,Australia,10
2911,Janenna,Knowlman,Female,55,1968-04-26,Assistant Media Planner,Entertainment,Mass Customer,No,11,55,3 Nancy Circle,3106,VIC,Australia,10
2913,Padraic,Bonnar,Male,44,1955-07-11,VP Quality Control,IT,Affluent Customer,Yes,14,67,24913 Twin Pines Terrace,3350,VIC,Australia,5
2914,Jessamine,Brazear,Female,76,1982-11-06,Health Coach IV,Health,Affluent Customer,Yes,11,40,3 Barnett Way,2763,NSW,Australia,9
2915,Enrichetta,Broadberry,Female,32,1975-06-02,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,No,17,47,928 Laurel Circle,4868,QLD,Australia,4
2916,Lauren,Adolfson,Male,23,1969-08-03,Product Engineer,Manufacturing,Affluent Customer,Yes,9,53,2 Blue Bill Park Lane,4220,QLD,Australia,8
2917,Siegfried,Hulmes,Male,21,1976-07-11,Product Engineer,Manufacturing,Affluent Customer,No,18,46,937 Sloan Center,4118,QLD,Australia,6
2918,Elli,Elli,Female,58,1989-02-15,Senior Financial Analyst,Financial Services,Mass Customer,Yes,5,34,66 Arrowood Court,4551,QLD,Australia,8
2919,Rustin,Rustin,Male,47,1964-10-31,Safety Technician I,Financial Services,High Net Worth,Yes,8,58,11 Glendale Court,4121,QLD,Australia,9
2921,Astrid,Mac Giolla Pheadair,Female,15,1976-04-12,Safety Technician I,Financial Services,Mass Customer,No,7,47,210 Prairie Rose Hill,4060,QLD,Australia,9
2922,Wallache,Tatlow,Male,34,1981-12-10,Sales Associate,Manufacturing,Affluent Customer,Yes,10,41,2 Jackson Way,4210,QLD,Australia,4
2923,Julie,Kennagh,Female,46,1971-11-30,Teacher,Property,Affluent Customer,Yes,4,51,3957 American Ash Plaza,2440,NSW,Australia,2
2924,Fina,McLaughlin,Female,79,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,Yes,6,35,90 Nobel Way,3166,VIC,Australia,10
2925,Henderson,Sloey,Male,36,1978-05-02,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,19,45,00 Heath Road,2259,NSW,Australia,8
2926,Jonie,Bickerstasse,Female,27,1963-03-20,Research Nurse,Health,High Net Worth,No,12,60,970 Randy Crossing,4005,QLD,Australia,12
2927,Yard,Spellman,Male,49,1960-09-08,VP Sales,Manufacturing,Affluent Customer,Yes,14,62,723 Center Court,3933,VIC,Australia,11
2928,Cedric,Layzell,Male,92,1992-12-27,Office Assistant I,Health,Mass Customer,No,5,30,423 Golf Point,2044,NSW,Australia,10
2929,Winny,Cakes,Male,97,1999-07-28,Nurse,Retail,Mass Customer,No,2,23,415 Walton Lane,4883,QLD,Australia,3
2930,Goddard,Benthall,Male,46,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,No,3,25,51 Bay Junction,2081,NSW,Australia,10
2931,Efren,Twiddell,Male,61,1979-01-27,Executive Secretary,IT,Mass Customer,Yes,6,44,16673 Pawling Point,4702,QLD,Australia,5
2932,Bradly,Deboick,Male,4,1985-04-18,Account Representative I,IT,Mass Customer,No,17,38,2875 Anhalt Court,4570,QLD,Australia,3
2933,Ralf,Presidey,Male,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,Yes,6,37,7561 Donald Center,3810,VIC,Australia,5
2934,Candida,Hickenbottom,Female,26,1986-04-08,Media Manager III,Telecommunications,Mass Customer,Yes,9,37,13282 Pond Circle,2471,NSW,Australia,2
2935,Jessi,Aldwich,Female,41,1978-04-23,VP Sales,Manufacturing,Mass Customer,No,17,45,1 Farwell Center,2199,NSW,Australia,9
2936,Pavia,Gethen,Female,23,1984-05-20,Project Manager,Financial Services,Mass Customer,Yes,11,38,7 New Castle Terrace,2223,NSW,Australia,10
2937,Belia,Mitchener,Female,47,1974-07-29,Computer Systems Analyst I,Financial Services,Mass Customer,No,15,48,572 Spohn Drive,3046,VIC,Australia,8
2938,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,No,2,23,53 Hintze Circle,4005,QLD,Australia,7
2939,Austina,Dugan,Female,38,1986-08-10,GIS Technical Architect,Retail,Mass Customer,Yes,17,36,72 Buell Pass,2200,NSW,Australia,9
2940,Wilek,Adolf,Male,83,1970-11-12,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,14,52,5748 Walton Court,4114,QLD,Australia,3
2941,Emylee,Pavlov,Female,38,1963-08-05,Administrative Officer,Retail,Mass Customer,No,10,59,692 Anniversary Junction,4207,QLD,Australia,1
2942,Garner,Arnolds,Male,10,1970-07-15,Software Engineer III,Financial Services,High Net Worth,No,10,52,5060 Donald Park,2539,NSW,Australia,5
2943,Caesar,Caesar,Male,65,1979-01-10,VP Sales,Manufacturing,High Net Worth,No,17,44,7 Debs Park,4157,QLD,Australia,3
2944,Kimball,Scutter,Male,45,1977-06-05,Environmental Specialist,Manufacturing,Affluent Customer,No,7,45,797 Orin Terrace,2119,NSW,Australia,10
2945,Arlan,Arlan,Male,79,1972-05-26,Safety Technician IV,Manufacturing,Mass Customer,No,18,50,978 Dennis Way,2233,NSW,Australia,9
2946,Paige,Bax,Male,14,1990-11-21,Analog Circuit Design manager,Property,Mass Customer,Yes,7,32,4 Glendale Crossing,3148,VIC,Australia,10
2947,Standford,Sauter,Male,75,1977-10-13,Environmental Specialist,Manufacturing,Mass Customer,No,11,45,64107 Little Fleur Trail,4211,QLD,Australia,3
2948,Yank,Scarlett,Male,23,1997-01-17,Internal Auditor,Manufacturing,Mass Customer,Yes,2,26,68473 Leroy Avenue,4105,QLD,Australia,9
2949,Alexa,Simanek,Female,68,1977-09-21,Media Manager III,Telecommunications,Mass Customer,No,17,45,321 Muir Crossing,3175,VIC,Australia,5
2950,Kristos,Anthony,Male,19,1955-01-11,Software Engineer I,Financial Services,Mass Customer,Yes,10,68,984 Hoepker Court,3064,VIC,Australia,6
2951,Duffy,Godbehere,Male,13,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,No,12,45,24 Green Parkway,3437,VIC,Australia,8
2952,Cristy,McQuirter,Female,28,1975-04-25,Senior Developer,Manufacturing,High Net Worth,Yes,16,48,10 Kensington Avenue,2117,NSW,Australia,10
2953,Hector,Carwithan,Male,45,1972-10-26,Recruiting Manager,Health,High Net Worth,Yes,8,50,75848 Ohio Lane,3037,VIC,Australia,7
2954,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,No,16,49,3 New Castle Terrace,3032,VIC,Australia,8
2955,Stuart,Dutnell,Male,74,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,No,13,33,7 Blue Bill Park Lane,2765,NSW,Australia,9
2956,Thedric,Bolding,Male,17,1959-12-16,Quality Control Specialist,Telecommunications,Mass Customer,Yes,19,63,8007 Dawn Terrace,2166,NSW,Australia,9
2957,Hurlee,Helleckas,Male,66,1969-11-21,Social Worker,Health,Affluent Customer,No,11,53,02555 Sloan Way,2259,NSW,Australia,8
2958,Regan,Botly,Male,10,1975-11-23,Health Coach II,Manufacturing,Affluent Customer,Yes,14,47,337 Brentwood Pass,2529,NSW,Australia,8
2959,Max,Gonthier,Female,1,1953-11-23,Registered Nurse,Health,Mass Customer,Yes,11,69,4052 Katie Court,4300,QLD,Australia,5
2960,Hollie,MacEllen,Female,6,1976-07-16,Design Engineer,Property,Mass Customer,Yes,16,46,3 Comanche Court,2537,NSW,Australia,4
2961,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,Yes,12,48,8 Roxbury Way,3031,VIC,Australia,8
2962,Shari,MacCallester,Female,26,1971-07-12,Information Systems Manager,Property,Mass Customer,No,15,51,860 Banding Terrace,2029,NSW,Australia,11
2964,Geneva,McCrystal,Female,36,1974-01-07,Product Engineer,Telecommunications,Mass Customer,Yes,14,49,9217 Bashford Parkway,2023,NSW,Australia,10
2966,Fredi,Aldhous,Female,81,1969-05-22,Dental Hygienist,Health,Mass Customer,Yes,5,53,373 Hayes Terrace,2010,NSW,Australia,9
2967,Dud,Coom,Male,60,1979-09-14,Social Worker,Health,Affluent Customer,Yes,20,43,3673 Jenna Center,4301,QLD,Australia,3
2968,Lek,Viel,Male,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,No,16,45,8 Glendale Terrace,4014,QLD,Australia,8
2969,Pascale,Cuxson,Male,12,1974-11-05,Database Administrator IV,Retail,Mass Customer,Yes,6,48,22239 Waubesa Way,2763,NSW,Australia,9
2970,Cassi,Noades,Female,64,1992-12-08,Software Consultant,Financial Services,Mass Customer,No,5,30,6604 Hansons Court,2760,NSW,Australia,8
2971,Esther,Caught,Female,5,1968-01-16,Marketing Assistant,Manufacturing,High Net Worth,Yes,8,55,6 Weeping Birch Pass,2064,NSW,Australia,12
2973,Torr,Mintram,Male,34,1972-05-12,Senior Developer,Health,High Net Worth,No,5,51,726 Erie Center,3106,VIC,Australia,11
2974,Hyacinthia,Settle,Female,1,1975-09-28,Engineer IV,Financial Services,High Net Worth,No,15,47,98 Tomscot Center,3442,VIC,Australia,7
2975,Deva,Carnow,Female,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,No,14,42,26223 Warrior Terrace,2204,NSW,Australia,9
2976,Lindsay,Beausang,Male,16,1964-08-07,Tax Accountant,Health,Mass Customer,Yes,8,58,85 Kim Way,3140,VIC,Australia,9
2977,Ottilie,Filkov,Female,28,1977-10-16,Community Outreach Specialist,Financial Services,Affluent Customer,No,18,45,0338 Oakridge Crossing,3030,VIC,Australia,4
2978,Erasmus,Winckworth,Male,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,No,10,49,3 Hudson Circle,2250,NSW,Australia,9
2979,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,No,18,46,8594 Warner Park,3053,VIC,Australia,6
2980,Di,Plaid,Female,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,No,4,43,6136 Farragut Plaza,3181,VIC,Australia,6
2981,Benny,Jadczak,Male,26,1980-03-30,Sales Representative,Retail,High Net Worth,Yes,21,43,9 7th Pass,2760,NSW,Australia,9
2982,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,Yes,11,40,1 Graceland Trail,3195,VIC,Australia,9
2983,Hilario,Magrane,Male,2,1985-01-26,Human Resources Manager,Retail,Mass Customer,Yes,17,38,64 Northview Pass,3163,VIC,Australia,9
2984,Frances,Mishaw,Female,48,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,Yes,13,63,0 Hayes Hill,2106,NSW,Australia,11
2985,Kerby,Nesfield,Male,69,1986-10-14,Sales Representative,Retail,Affluent Customer,Yes,14,36,3 Mariners Cove Terrace,2216,NSW,Australia,10
2986,Ettore,Bere,Male,60,1980-09-01,Senior Cost Accountant,Financial Services,Mass Customer,No,13,42,130 Thompson Plaza,2199,NSW,Australia,9
2987,Riane,Schultes,Female,51,1984-11-21,Media Manager II,Manufacturing,High Net Worth,Yes,4,38,23812 Tony Lane,2036,NSW,Australia,8
2988,Darrelle,Michie,Female,20,1998-02-02,Administrative Officer,Retail,Mass Customer,Yes,1,25,3206 Debs Point,3071,VIC,Australia,10
2989,Mort,Mort,Male,37,2000-10-25,Dental Hygienist,Health,High Net Worth,Yes,2,22,60 Fulton Trail,2234,NSW,Australia,10
2990,Brice,Martinuzzi,Male,65,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,No,8,45,3 Lukken Road,2066,NSW,Australia,12
2991,Fred,Catanheira,Female,48,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,No,11,58,424 Almo Junction,2830,NSW,Australia,4
2992,Crystal,Assur,Female,26,1974-05-31,Clinical Specialist,Health,Mass Customer,Yes,10,48,9610 Gateway Trail,3429,VIC,Australia,5
2993,Blinnie,Hazelden,Female,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,No,4,28,00 Cordelia Trail,2138,NSW,Australia,9
2994,Karlen,Iacovacci,Female,26,1976-08-30,Accountant II,Manufacturing,Mass Customer,Yes,18,46,5 Shelley Pass,2763,NSW,Australia,8
2995,Garvin,Cunradi,Male,60,1997-01-14,Clinical Specialist,Health,Mass Customer,Yes,2,26,24 Old Shore Crossing,2250,NSW,Australia,7
2996,Jerrylee,Shinfield,Female,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,No,14,56,93 Lawn Road,4212,QLD,Australia,7
2997,Jo-ann,Carlile,Female,57,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,No,10,50,09 Texas Plaza,4285,QLD,Australia,3
2998,Quintana,Housley,Female,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,Yes,2,22,99 Lawn Court,4556,QLD,Australia,7
3000,Tann,McCard,Male,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,No,22,49,0 Lakewood Street,2144,NSW,Australia,10
3001,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,No,20,45,2 Hagan Hill,2155,NSW,Australia,10
3002,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,Yes,16,66,673 Comanche Parkway,2470,NSW,Australia,2
3003,Brita,Tupie,Female,72,1963-05-02,Web Developer I,Retail,Mass Customer,Yes,4,60,78 Algoma Circle,2166,NSW,Australia,8
3004,Waylon,Hammant,Male,82,1955-02-20,Research Assistant II,Health,Mass Customer,Yes,16,68,9 Swallow Avenue,3179,VIC,Australia,9
3005,Rafaellle,Tantrum,Male,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,Yes,8,54,90 Loftsgordon Plaza,2216,NSW,Australia,10
3007,Tudor,Pepper,Male,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,No,16,49,5913 Ramsey Road,2478,NSW,Australia,10
3008,Etta,Criag,Female,40,1982-05-13,Research Assistant II,Health,High Net Worth,Yes,17,41,91 Jay Drive,2560,NSW,Australia,7
3009,Hephzibah,Cliffe,Female,11,1977-04-02,Research Assistant II,Health,High Net Worth,Yes,14,46,72 Dennis Road,3805,VIC,Australia,7
3011,Robena,Barks,Female,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,No,3,29,54 Nevada Plaza,2096,NSW,Australia,12
3013,Lorain,Eddisforth,Female,94,1968-07-28,Office Assistant III,Property,High Net Worth,No,6,54,399 Butterfield Crossing,4115,QLD,Australia,7
3014,Terrijo,Merlin,Female,59,2001-03-30,Software Engineer II,Financial Services,High Net Worth,No,1,22,26378 Esch Junction,2065,NSW,Australia,10
3015,Queenie,Flips,Female,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,No,1,22,2942 Swallow Trail,4214,QLD,Australia,9
3016,Forster,Bumford,Male,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,No,11,37,7 Anzinger Drive,2745,NSW,Australia,10
3017,Jason,De Lorenzo,Male,88,1955-10-05,Operator,Financial Services,Affluent Customer,No,7,67,885 Larry Park,3140,VIC,Australia,9
3018,Ainsley,Nissle,Female,16,1971-08-24,Recruiter,Financial Services,High Net Worth,Yes,15,51,95 Sutteridge Crossing,2567,NSW,Australia,9
3019,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,Yes,14,37,13 Alpine Lane,2228,NSW,Australia,9
